age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
502558.7,3.6331285,4.1674168,1.199999,0.0,1.2,1.199999,0.0,3.1218972788,0.0
538383.9,3.5374116,3.9617243,1.199999,0.0,1.2,1.199999,0.0,2.9622421081,0.0
577036.2,3.444346,3.7661167,1.199999,0.0,1.2,1.199999,0.0,2.810905469,0.0
618737.6,3.3538805,3.5790517,1.1999989,0.0,1.2,1.1999989,0.0,2.6674866643,0.0
663737.0,3.2659343,3.4003399,1.1999989,0.0,1.2,1.1999989,0.0,2.5315655849,0.0
712293.5,3.1804463,3.230214,1.1999989,0.0,1.2,1.1999989,0.0,2.4027620034,0.0
764710.2,3.0973257,3.0680206,1.1999989,0.0,1.2,1.1999989,0.0,2.2806612032,0.0
821303.5,3.0165162,2.9130962,1.1999989,0.0,1.2,1.1999989,0.0,2.1649240573,0.0
882448.3,2.9378955,2.7656747,1.1999989,0.0,1.2,1.1999989,0.0,2.0551457904,0.0
948486.8,2.8614541,2.6242194,1.1999988,0.0,1.2,1.1999988,0.0,1.9510840001,0.0
1019838.6,2.7871075,2.4902756,1.1999988,0.0,1.2,1.1999988,0.0,1.8524009148,0.0
1096907.0,2.7148345,2.3620042,1.1999988,0.0,1.2,1.1999988,0.0,1.7588629875,0.0
1180207.5,2.6445417,2.2396573,1.1999988,0.0,1.2,1.1999988,0.0,1.6701623817,0.0
1270248.3,2.5761822,2.1234271,1.1999988,0.0,1.2,1.1999988,0.0,1.5860536724,0.0
1367625.6,2.5096847,2.0126665,1.1999987,0.0,1.2,1.1999987,0.0,1.5062712164,0.0
1473012.6,2.4449647,1.9069749,1.1999987,0.0,1.2,1.1999987,0.0,1.4305572665,0.0
1587026.7,2.382022,1.8062393,1.1999987,0.0,1.2,1.1999987,0.0,1.3587546554,0.0
1710369.5,2.3208232,1.7103059,1.1999987,0.0,1.2,1.1999987,0.0,1.2906715716,0.0
1843884.8,2.2613084,1.6190909,1.1999987,0.0,1.2,1.1999987,0.0,1.226100736,0.0
1988489.6,2.2035096,1.5288534,1.1999987,0.0,1.2,1.1999987,0.0,1.1649473014,0.0
2145171.4,2.1471791,1.4495087,1.1999986,0.1961661,1.2,1.1943909,0.0040153,1.1067498365,4.94236e-05
2314761.4,2.0924904,1.3709911,1.1999986,0.2546657,1.2,1.1869077,0.0101456,1.0514744497,0.0002207539
2498705.8,2.0393196,1.2966529,1.1999986,0.3183749,1.2,1.1728765,0.0232708,0.9985288797,0.0008424484
2698264.8,1.987676,1.2261423,1.1999986,0.3741817,1.2,1.1534466,0.0420805,0.9475283694,0.0021658835
2914925.1,1.937526,1.1593639,1.1999986,0.4176914,1.2,1.1315064,0.0652145,0.8981953427,0.004309286
3150515.7,1.888822,1.0962825,1.1999986,0.4525911,1.2,1.1077696,0.0887584,0.8507368512,0.0068950973
3406671.0,1.8415733,1.0368268,1.1999985,0.4866449,1.2,1.079006,0.1136681,0.80500459,0.009962305
3685378.4,1.7957691,0.9809433,1.1999985,0.5044856,1.2,1.0566053,0.1358651,0.761579692,0.0127993861
3988924.8,1.7513892,0.9284183,1.1999985,0.5283324,1.2,1.0259341,0.1701912,0.7178822359,0.0178594104
4319730.9,1.708425,0.8794535,1.1999985,0.5562264,1.2,0.9867684,0.205346,0.6755526372,0.0233912516
4680485.2,1.6668617,0.8338472,1.1999985,0.5715804,1.2,0.9550841,0.2369775,0.6354976232,0.0283705815
