age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
510147.0,2.0586933,1.7111378,0.5999995,0.0,0.6,0.5999995,0.0,0.5044668245,0.0
547739.0,2.0064534,1.6136885,0.5999995,0.0,0.6,0.5999995,0.0,0.4796781701,0.0
588598.3,1.955574,1.5218361,0.5999995,0.0,0.6,0.5999995,0.0,0.45611447,0.0
633004.8,1.9060568,1.4342399,0.5999995,0.0,0.6,0.5999995,0.0,0.4337317356,0.0
681243.0,1.8578857,1.3517112,0.5999995,0.0,0.6,0.5999995,0.0,0.4124783949,0.0
733393.8,1.811262,1.2734466,0.5999994,0.0,0.6,0.5999994,0.0,0.3923992667,0.0
790212.0,1.7657918,1.1990921,0.5999994,0.0,0.6,0.5999994,0.0,0.3732827082,0.0
852109.2,1.7214557,1.1290596,0.5999994,0.0,0.6,0.5999994,0.0,0.3550873727,0.0
919538.3,1.6782552,1.0622324,0.5999994,0.0,0.6,0.5999994,0.0,0.337782419,0.0
992908.6,1.6362292,0.9990427,0.5999994,0.0,0.6,0.5999994,0.0,0.3213504945,0.0
1072641.1,1.5954021,0.9393971,0.5999994,0.0,0.6,0.5999994,0.0,0.3057673025,0.0
1159439.9,1.5556724,0.8830744,0.5999994,0.0,0.6,0.5999994,0.0,0.2909632535,0.0
1254087.5,1.5169549,0.8298735,0.5999994,0.0,0.6,0.5999994,0.0,0.2768790273,0.0
1357138.6,1.4792842,0.7798689,0.5999994,0.0,0.6,0.5999994,0.0,0.2635016,0.0
1469243.3,1.4426569,0.7328238,0.5999994,0.0,0.6,0.5999994,0.0,0.2508037042,0.0
1591453.5,1.4069682,0.6885953,0.5999994,0.0,0.6,0.5999994,0.0,0.2387247023,0.0
1724512.0,1.3722317,0.6471396,0.5999994,0.0,0.6,0.5999994,0.0,0.2272461655,0.0
1869184.7,1.3384566,0.6084075,0.5999993,0.0571154,0.6,0.5997144,0.0001455,0.2163488288,1.216e-07
2026879.3,1.3055506,0.5721314,0.5999993,0.0858888,0.6,0.598961,0.0005164,0.2059810906,9.567e-07
2198602.8,1.2734723,0.53816,0.5999993,0.1326024,0.6,0.5959369,0.002386,0.1960992216,1.17094e-05
2384714.6,1.2423745,0.5066032,0.5999993,0.188338,0.6,0.5877754,0.0075222,0.1866833148,7.62572e-05
2588021.7,1.2119932,0.4770574,0.5999993,0.1961195,0.6,0.5852065,0.0122239,0.1776634266,0.0001637893
2808507.5,1.1825103,0.4501071,0.5999993,0.2384431,0.6,0.5721832,0.0247433,0.168836995,0.0005105625
3048899.1,1.1537242,0.4251305,0.5999993,0.2564617,0.6,0.5633154,0.0342135,0.1604041264,0.000839697
3309930.9,1.1257339,0.4018821,0.5999993,0.2787632,0.6,0.5503947,0.0460825,0.1522028966,0.0013236737
3593174.3,1.0985405,0.3801844,0.5999993,0.292119,0.6,0.5395504,0.0567889,0.1443832538,0.0017956701
3900452.4,1.072133,0.3599288,0.5999993,0.3062573,0.6,0.52646,0.0697592,0.136755007,0.0024259447
4233110.0,1.0465478,0.341005,0.5999993,0.3207633,0.6,0.5110898,0.0869719,0.1291569842,0.0033693888
4594513.9,1.0216858,0.3232959,0.5999993,0.3328193,0.6,0.4954315,0.1006342,0.1220580154,0.0041162339
4986885.1,0.9975568,0.306753,0.5999992,0.3428175,0.6,0.479615,0.1164211,0.115080865,0.0050324571
5411722.1,0.9742133,0.2913327,0.5999992,0.3510831,0.6,0.4637413,0.1322891,0.1083747338,0.0059684553
5872564.8,0.9515988,0.2769783,0.5999992,0.3578316,0.6,0.4478952,0.1481491,0.1019317475,0.0069046913
