age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
507229.1,1.9786968,0.8965019,0.3999997,0.0,0.4,0.3999997,0.0,0.3071539103,0.0
540607.3,1.9283463,0.8458695,0.3999997,0.0,0.4,0.3999997,0.0,0.2921476047,0.0
576935.5,1.8792491,0.7979077,0.3999997,0.0,0.4,0.3999997,0.0,0.2778585344,0.0
616367.7,1.8315003,0.752755,0.3999997,0.0,0.4,0.3999997,0.0,0.2642874999,0.0
659143.6,1.7850762,0.7102003,0.3999997,0.0,0.4,0.3999997,0.0,0.2514021863,0.0
705510.7,1.7399619,0.6701915,0.3999997,0.0,0.4,0.3999997,0.0,0.2391739551,0.0
755796.5,1.6960848,0.6325222,0.3999997,0.0,0.4,0.3999997,0.0,0.2275589997,0.0
810307.8,1.6534178,0.5971091,0.3999997,0.0,0.4,0.3999997,0.0,0.2165279936,0.0
869293.7,1.6119837,0.5638426,0.3999997,0.0,0.4,0.3999997,0.0,0.2060660825,0.0
933295.9,1.5716254,0.5325081,0.3999997,0.0,0.4,0.3999997,0.0,0.1961136608,0.0
1002615.8,1.5323777,0.503054,0.3999997,0.0,0.4,0.3999997,0.0,0.1866607755,0.0
1077667.1,1.4942066,0.4753926,0.3999997,0.0,0.4,0.3999997,0.0,0.1776810063,0.0
1158876.1,1.4570854,0.449353,0.3999997,0.0,0.4,0.3999997,0.0,0.1691515086,0.0
1246725.6,1.4209821,0.4248532,0.3999997,0.0,0.4,0.3999997,0.0,0.1610487614,0.0
1341850.1,1.3858241,0.4017768,0.3999997,0.0,0.4,0.3999997,0.0,0.1533412542,0.0
1444701.8,1.3516221,0.3800668,0.3999996,0.0,0.4,0.3999996,0.0,0.1460172629,0.0
1555324.8,1.3185002,0.3597376,0.3999996,0.0,0.4,0.3999996,0.0,0.1390886187,0.0
1675457.7,1.2861056,0.3404738,0.3999996,0.0,0.4,0.3999996,0.0,0.1324687742,0.0
1805413.6,1.2545425,0.3223202,0.3999996,0.0,0.4,0.3999996,0.0,0.1261679807,0.0
1945845.0,1.2238131,0.3052089,0.3999996,0.0,0.4,0.3999996,0.0,0.1201755004,0.0
2097492.6,1.1939051,0.2890657,0.3999996,0.0,0.4,0.3999996,0.0,0.1144782219,0.0
2261165.2,1.1648014,0.2738416,0.3999996,0.0,0.4,0.3999996,0.0,0.1090623837,0.0
2437543.9,1.1365114,0.2595115,0.3999996,0.0,0.4,0.3999996,0.0,0.1039194086,0.0
2627211.6,1.1090544,0.2460294,0.3999996,0.0,0.4,0.3999996,0.0,0.0990425724,0.0
2832283.7,1.0822503,0.2332656,0.3999996,0.0,0.4,0.3999996,0.0,0.0943908334,0.0
3053343.1,1.056158,0.2212174,0.3999996,0.0,0.4,0.3999996,0.0,0.0899665344,0.0
3291749.0,1.0307391,0.2098348,0.3999996,0.0,0.4,0.3999996,0.0,0.0857553606,0.0
3548339.1,1.006016,0.1991001,0.3999996,0.0,0.4,0.3999996,0.0,0.0817533405,0.0
3824446.5,0.9819613,0.1889747,0.3999996,0.0,0.4,0.3999996,0.0,0.0779485851,0.0
4122153.2,0.9585011,0.1793983,0.3999996,0.0,0.4,0.3999996,0.0,0.074322617,0.0
4443205.8,0.9356129,0.1703379,0.3999996,0.0,0.4,0.3999996,0.0,0.0708660612,0.0
4788970.3,0.9133077,0.161777,0.3999996,0.0,0.4,0.3999996,0.0,0.0675747187,0.0
5159727.7,0.8916509,0.153722,0.3999996,0.0,0.4,0.3999996,0.0,0.0644520403,0.0
5559987.6,0.8704746,0.1460821,0.3999995,0.0,0.4,0.3999995,0.0,0.061468294,0.0
5990740.3,0.8498301,0.1388574,0.3999995,0.0,0.4,0.3999995,0.0,0.058625949,0.0
6453494.3,0.8297299,0.1320353,0.3999995,0.0,0.4,0.3999995,0.0,0.055921726,0.0
6951118.3,0.810131,0.1255768,0.3999995,0.0,0.4,0.3999995,0.0,0.0533449577,0.0
7485700.2,0.7910345,0.1194685,0.3999995,0.0,0.4,0.3999995,0.0,0.0508915184,0.0
8059748.4,0.7724288,0.1136831,0.3999995,0.0,0.4,0.3999995,0.0,0.0485555682,0.0
8674633.0,0.754339,0.1082387,0.3999995,0.0660186,0.4,0.3984092,0.0010147,0.0463343333,1.3085e-06
9337197.6,0.7366455,0.1030576,0.3999995,0.0742691,0.4,0.3975799,0.0015903,0.0442101581,2.642e-06
10048533.3,0.7194068,0.0981558,0.3999995,0.1018133,0.4,0.3934405,0.0043738,0.0421765298,1.37076e-05
10812307.3,0.7026106,0.0935168,0.3999995,0.1125853,0.4,0.3905796,0.006559,0.0402368251,2.57685e-05
11632057.6,0.6862543,0.0891273,0.3999995,0.1276837,0.4,0.3855019,0.0125804,0.0383522255,7.34356e-05
12511852.8,0.6703294,0.0849743,0.3999995,0.1385431,0.4,0.3804212,0.0175003,0.0365525933,0.0001221559
13456038.0,0.6548275,0.0810451,0.3999995,0.1544757,0.4,0.3716023,0.0261247,0.0347757617,0.0002296751
14470151.8,0.6397289,0.077325,0.3999995,0.1634224,0.4,0.3645618,0.0330568,0.0330856894,0.0003267121
15558795.7,0.6250344,0.0738051,0.3999995,0.1709341,0.4,0.3572464,0.0402883,0.0314561789,0.0004364696
16725315.3,0.6107617,0.0704788,0.3999995,0.1738353,0.4,0.3522489,0.0452412,0.0299380472,0.000506927
17978482.5,0.5968679,0.0673301,0.3999995,0.1826029,0.4,0.3420346,0.0566736,0.0283500994,0.0007120897
19327321.0,0.5833237,0.0643435,0.3999995,0.1855976,0.4,0.3355442,0.0631516,0.026921764,0.0008171825
20774421.9,0.57017,0.0615211,0.3999995,0.1907879,0.4,0.3263642,0.0710049,0.0255235904,0.0009532306
22330677.7,0.5573694,0.0588484,0.3999994,0.1963923,0.4,0.3158014,0.0815536,0.0241144707,0.0011554733
24003959.4,0.5449279,0.0563189,0.3999994,0.1987246,0.4,0.307866,0.0894888,0.0228234765,0.0012931993
25802869.9,0.532844,0.0539277,0.3999994,0.2005564,0.4,0.2999449,0.097417,0.0215871527,0.0014277179
27737535.7,0.5211145,0.0516683,0.3999994,0.2040535,0.4,0.2894391,0.1079418,0.0203339728,0.0016282204
29819103.1,0.5097358,0.0495345,0.3999994,0.2078972,0.4,0.277741,0.1196713,0.019095473,0.001860994
32063732.6,0.498688,0.0475181,0.3999994,0.2082675,0.4,0.2700355,0.1274047,0.0180167711,0.0019774277
34477523.9,0.4880055,0.0456196,0.3999994,0.210117,0.4,0.2599007,0.1375811,0.0169185585,0.0021580841
37074818.1,0.4776871,0.0438348,0.3999994,0.2115291,0.4,0.2499457,0.147583,0.0158733203,0.0023286742
39896421.0,0.4676501,0.042145,0.3999994,0.2125088,0.4,0.2401895,0.1573904,0.0148749536,0.0024868031
42961737.1,0.457919,0.0405506,0.3999994,0.2138659,0.4,0.2294706,0.1693517,0.0138539242,0.0027027297
46293631.8,0.4485148,0.0390519,0.3999994,0.2155373,0.4,0.2178999,0.1798148,0.0129198555,0.0028672541
49925926.3,0.43944,0.0376461,0.3999994,0.216785,0.4,0.2067034,0.1910873,0.0120021739,0.0030499914
53900199.9,0.4307011,0.0363304,0.3999994,0.2163717,0.4,0.1980244,0.1998287,0.0112032275,0.0031480074
58293744.0,0.4222609,0.0350961,0.3999994,0.218195,0.4,0.1854797,0.2134962,0.0102881286,0.0033924302
63178570.8,0.4141361,0.0339423,0.3999994,0.218438,0.4,0.1754652,0.2225634,0.0095541726,0.0034871584
68665169.1,0.4063252,0.0328649,0.3999994,0.2190004,0.4,0.1649125,0.2332042,0.0088069416,0.0036268613
74925158.1,0.3988036,0.0318551,0.3999994,0.2198516,0.4,0.153952,0.2442603,0.0080809358,0.0037769988
82208110.3,0.3915456,0.0309008,0.3999993,0.2194651,0.4,0.1452533,0.2530377,0.0074612646,0.0038548488
90957421.1,0.3844737,0.0299778,0.3999993,0.220496,0.4,0.1345261,0.2638651,0.0068081852,0.0040028546
101920932.1,0.3774985,0.0290497,0.3999993,0.2205815,0.4,0.1259515,0.2725225,0.0062572799,0.0040952009
116873311.2,0.3704044,0.0280422,0.3999993,0.2196616,0.4,0.1199975,0.2770541,0.005871897,0.0040846311
140891416.8,0.363184,0.0268768,0.3999993,0.2164929,0.4,0.1199975,0.2770541,0.0056770797,0.0040001126
166888517.5,0.3595372,0.0261805,0.3999993,0.2160663,0.4,0.1199975,0.2770541,0.0056127108,0.0040123269
193881290.4,0.3584424,0.0259011,0.3999992,0.212414,0.4,0.1274767,0.2709823,0.0057981453,0.0038679869
325359454.9,0.3607729,0.0260269,0.3999991,0.2088326,0.4,0.1402212,0.2581161,0.0063171638,0.0036356565
646417061.9,0.3648974,0.0264788,0.3999988,0.2070448,0.4,0.1504248,0.2478185,0.0068038462,0.0034810684
