age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
512693.2,2.4690354,1.1200179,0.4999997,0.0,0.5,0.4999997,0.0,0.5950862313,0.0
546836.6,2.4047717,1.0556067,0.4999997,0.0,0.5,0.4999997,0.0,0.5653420157,0.0
583917.4,2.3423641,0.9948978,0.4999997,0.0,0.5,0.4999997,0.0,0.5371491762,0.0
624204.3,2.2817277,0.9374919,0.4999997,0.0,0.5,0.4999997,0.0,0.5104131275,0.0
668010.9,2.222772,0.8832945,0.4999996,0.0,0.5,0.4999996,0.0,0.4850403236,0.0
715558.1,2.165546,0.8324008,0.4999996,0.0,0.5,0.4999996,0.0,0.4609998596,0.0
767280.3,2.1098668,0.7842896,0.4999996,0.0,0.5,0.4999996,0.0,0.4381668195,0.0
823509.6,2.0557179,0.739019,0.4999996,0.0,0.5,0.4999996,0.0,0.4164921728,0.0
884599.2,2.0030733,0.6965368,0.4999996,0.0,0.5,0.4999996,0.0,0.3959236886,0.0
950985.2,1.9518764,0.6565293,0.4999996,0.0,0.5,0.4999996,0.0,0.3763987863,0.0
1023069.7,1.9021138,0.6190132,0.4999996,0.0,0.5,0.4999996,0.0,0.3578725754,0.0
1101308.7,1.8537363,0.5838826,0.4999996,0.0,0.5,0.4999996,0.0,0.3402911109,0.0
1186179.7,1.806701,0.550978,0.4999996,0.0,0.5,0.4999996,0.0,0.3236046118,0.0
1278189.7,1.7609753,0.5201422,0.4999996,0.0,0.5,0.4999996,0.0,0.3077684326,0.0
1377908.3,1.7165173,0.4912506,0.4999996,0.0,0.5,0.4999996,0.0,0.2927371673,0.0
1486044.0,1.6732464,0.4641052,0.4999996,0.0,0.5,0.4999996,0.0,0.2784550124,0.0
1603178.1,1.6311563,0.4386515,0.4999996,0.0,0.5,0.4999996,0.0,0.2648923216,0.0
1729974.7,1.5902192,0.4148032,0.4999996,0.0,0.5,0.4999996,0.0,0.2520131444,0.0
1866793.7,1.5504999,0.3923958,0.4999995,0.0,0.5,0.4999995,0.0,0.2398121149,0.0
2015307.3,1.5117216,0.3712726,0.4999995,0.0,0.5,0.4999995,0.0,0.2281821294,0.0
2175904.8,1.4739968,0.3513824,0.4999995,0.0,0.5,0.4999995,0.0,0.2171362719,0.0
2349427.3,1.4373092,0.332678,0.4999995,0.0,0.5,0.4999995,0.0,0.2066476773,0.0
