age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
505063.3,2.9207027,3.4923711,0.9999991,0.0,1.0,0.9999991,0.0,1.6946752902,0.0
541557.8,2.8451633,3.3110765,0.9999991,0.0,1.0,0.9999991,0.0,1.6095050146,0.0
581102.4,2.7715332,3.1384147,0.9999991,0.0,1.0,0.9999991,0.0,1.5285409385,0.0
623818.7,2.7000025,2.9731039,0.999999,0.0,1.0,0.999999,0.0,1.4518288912,0.0
670065.2,2.6303864,2.8155648,0.999999,0.0,1.0,0.999999,0.0,1.3790121701,0.0
720106.4,2.5626766,2.6664675,0.999999,0.0,1.0,0.999999,0.0,1.3099389617,0.0
774285.8,2.4967908,2.5240447,0.999999,0.0,1.0,0.999999,0.0,1.2443877362,0.0
832722.8,2.4329352,2.3884143,0.999999,0.0,1.0,0.999999,0.0,1.1824203605,0.0
896235.4,2.3706055,2.25889,0.999999,0.0,1.0,0.999999,0.0,1.1234191437,0.0
964631.0,2.3103077,2.1371729,0.999999,0.0,1.0,0.999999,0.0,1.0677424511,0.0
1039126.7,2.2513267,2.0204739,0.9999989,0.0,1.0,0.9999989,0.0,1.0146180067,0.0
1119909.7,2.1939261,1.9090991,0.9999989,0.0,1.0,0.9999989,0.0,0.9641873098,0.0
1207498.3,2.1380869,1.8033209,0.9999989,0.0,1.0,0.9999989,0.0,0.9163327692,0.0
1302220.2,2.0838808,1.7032359,0.9999989,0.1367322,1.0,0.9982674,0.0008611,0.871008642,4.0431e-06
1405270.2,2.0310475,1.6077386,0.9999989,0.20243,1.0,0.9939998,0.0033455,0.827866247,3.70344e-05
1517151.7,1.9796846,1.5170986,0.9999989,0.2783824,1.0,0.9834795,0.0126555,0.7866551346,0.0003254117
1638523.9,1.9298327,1.4314128,0.9999989,0.3300058,1.0,0.9708283,0.024667,0.7472274137,0.0009477132
1770256.9,1.8814836,1.3505139,0.9999988,0.3781965,1.0,0.9536152,0.0387351,0.7094482372,0.0019235714
1913892.3,1.834422,1.2741247,0.9999988,0.4226649,1.0,0.9317933,0.0625729,0.6722031665,0.0041123615
2070355.1,1.7887243,1.201892,0.9999988,0.4470637,1.0,0.9143131,0.0797699,0.6370799315,0.0058928998
2240900.1,1.7443868,1.1338685,0.9999988,0.4697591,1.0,0.8945759,0.1008092,0.6029211034,0.0083310595
2426419.0,1.7015096,1.0701888,0.9999988,0.4978387,1.0,0.8678225,0.1258058,0.5695906712,0.0115470023
2629343.5,1.6598664,1.0106148,0.9999988,0.5188148,1.0,0.8419884,0.1515051,0.5373213877,0.0150683967
2850900.3,1.6195626,0.9549767,0.9999988,0.5399078,1.0,0.8124585,0.1809516,0.5055924583,0.019412124
3092265.9,1.5806867,0.903466,0.9999987,0.5572717,1.0,0.7827035,0.2106756,0.4750154976,0.0239494507
3356623.2,1.5430416,0.8555998,0.9999987,0.5713929,1.0,0.7529428,0.2437547,0.4448050856,0.0292600519
3645859.4,1.5066908,0.8116666,0.9999987,0.5796909,1.0,0.726628,0.2668106,0.4178858243,0.0323892267
3962051.3,1.4716667,0.7714486,0.9999987,0.5916279,1.0,0.6940789,0.3026864,0.3892694423,0.0382777097
