age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
530068.0,2.897984,2.1713252,0.7999994,0.0,0.8,0.7999994,0.0,1.3217208998,0.0
568062.7,2.8228061,2.0539396,0.7999994,0.0,0.8,0.7999994,0.0,1.2553999335,0.0
609154.8,2.7498532,1.9418385,0.7999994,0.0,0.8,0.7999994,0.0,1.1926122119,0.0
654139.6,2.6782478,1.8340901,0.7999993,0.0,0.8,0.7999993,0.0,1.1324934604,0.0
702514.0,2.6092056,1.7333147,0.7999993,0.0,0.8,0.7999993,0.0,1.075947279,0.0
755394.0,2.5415542,1.6366584,0.7999993,0.0,0.8,0.7999993,0.0,1.0218953545,0.0
812420.7,2.4761812,1.5452275,0.7999993,0.0,0.8,0.7999993,0.0,0.9709420184,0.0
874561.7,2.4123605,1.4583275,0.7999993,0.0,0.8,0.7999993,0.0,0.9224135454,0.0
941762.2,2.3505334,1.3762371,0.7999993,0.0,0.8,0.7999993,0.0,0.8765489838,0.0
1014800.5,2.2903451,1.2981697,0.7999993,0.0,0.8,0.7999993,0.0,0.8329875965,0.0
1094473.5,2.2315673,1.2238975,0.7999993,0.0,0.8,0.7999993,0.0,0.7914861939,0.0
1181015.6,2.1744263,1.1536046,0.7999992,0.0,0.8,0.7999992,0.0,0.7521259769,0.0
1274977.0,2.1189077,1.0871479,0.7999992,0.0,0.8,0.7999992,0.0,0.7148154562,0.0
1376726.2,2.0650979,1.0246122,0.7999992,0.0,0.8,0.7999992,0.0,0.6795328732,0.0
1487841.7,2.0125161,0.9651738,0.7999992,0.0,0.8,0.7999992,0.0,0.6458933823,0.0
1608999.3,1.9612322,0.9088909,0.7999992,0.0,0.8,0.7999992,0.0,0.6138841249,0.0
1739811.3,1.911694,0.856094,0.7999992,0.0,0.8,0.7999992,0.0,0.5837152043,0.0
1882306.0,1.8634078,0.8061911,0.7999992,0.0,0.8,0.7999992,0.0,0.5550202144,0.0
2035981.5,1.8167838,0.759659,0.7999992,0.0,0.8,0.7999992,0.0,0.5279808048,0.0
2205643.5,1.7707279,0.7150296,0.7999992,0.0,0.8,0.7999992,0.0,0.501917115,0.0
2389899.3,1.7259985,0.6730549,0.7999991,0.0,0.8,0.7999991,0.0,0.4772200853,0.0
2589321.8,1.6826862,0.6337575,0.7999991,0.0,0.8,0.7999991,0.0,0.4538847585,0.0
2806656.8,1.6404511,0.5966857,0.7999991,0.0,0.8,0.7999991,0.0,0.4316794196,0.0
3043173.3,1.5993262,0.5617719,0.7999991,0.0,0.8,0.7999991,0.0,0.4105793256,0.0
3301809.7,1.5590941,0.528784,0.7999991,0.0,0.8,0.7999991,0.0,0.3904367712,0.0
3583354.5,1.5199193,0.4978212,0.7999991,0.0,0.8,0.7999991,0.0,0.3713001704,0.0
3883990.7,1.4824795,0.4684593,0.7999991,0.0,0.8,0.7999991,0.0,0.3534491244,0.0
4216876.5,1.4453592,0.4417264,0.7999991,0.0949466,0.8,0.7986142,0.0006887,0.3361705112,1.5592e-06
4578919.0,1.4092262,0.4159769,0.7999991,0.1673031,0.8,0.7919854,0.0064277,0.3196907032,6.18185e-05
4967631.1,1.3745102,0.3921109,0.799999,0.2078366,0.8,0.7837201,0.0131558,0.3041428465,0.0001950041
5392835.6,1.3405455,0.3696575,0.799999,0.2416193,0.8,0.7729242,0.023312,0.2891047021,0.0004852495
5855999.6,1.3075061,0.3486543,0.799999,0.2781464,0.8,0.7565521,0.0391785,0.2744407463,0.0011068542
6358653.0,1.2754873,0.3290541,0.799999,0.2983528,0.8,0.7431724,0.0522789,0.260504375,0.0017133572
6910024.7,1.2441621,0.3106627,0.799999,0.3226782,0.8,0.7242572,0.0709161,0.2466992565,0.0027324394
7500111.0,1.2142662,0.2937526,0.799999,0.3392912,0.8,0.7069578,0.0905353,0.2335137377,0.0039398857
8150918.0,1.184887,0.2778533,0.799999,0.3560657,0.8,0.6865842,0.1082732,0.2208064046,0.0050789348
8861562.2,1.1563504,0.2630417,0.799999,0.3698904,0.8,0.6657794,0.1289884,0.2083198912,0.0065106293
9639179.7,1.1286159,0.2492615,0.799999,0.3812154,0.8,0.6447219,0.1499974,0.1962374136,0.0080077531
10486819.3,1.1017994,0.2365271,0.7999989,0.3904369,0.8,0.6235564,0.1711479,0.1846122369,0.0095336384
11409637.0,1.0759345,0.2247918,0.7999989,0.4023678,0.8,0.5971263,0.1975975,0.1729111766,0.0116055933
12413560.9,1.0510416,0.2139479,0.7999989,0.4120992,0.8,0.5708989,0.2238784,0.1616580778,0.0136789395
13499709.1,1.0272437,0.2042319,0.7999989,0.4180496,0.8,0.5475911,0.2472576,0.1512097563,0.015413789
14698901.4,1.0040884,0.1952095,0.7999989,0.4260544,0.8,0.5196186,0.2753413,0.1405470627,0.0176361719
15996229.9,0.9820773,0.1871189,0.7999989,0.4307242,0.8,0.4947736,0.300305,0.1307266925,0.019442805
17424566.2,0.9608532,0.1798215,0.7999989,0.4371654,0.8,0.4658021,0.329436,0.1207469741,0.0216754498
18989051.9,0.9405914,0.1733796,0.7999989,0.4420018,0.8,0.4378337,0.3598713,0.1109767492,0.0239946379
20693621.0,0.9214466,0.1678425,0.7999988,0.4469055,0.8,0.4087513,0.3868578,0.1020611867,0.0257754593
