age,R_star,L_star,M_star,R_tachocline,M_ini,M_conv,M_rad,I_conv,I_rad
510577.3,3.1845224,2.6199685,0.8999993,0.0,0.9,0.8999993,0.0,1.7906725099,0.0
547193.3,3.1008121,2.4834273,0.8999993,0.0,0.9,0.8999993,0.0,1.6995786297,0.0
586793.1,3.0194715,2.3533054,0.8999993,0.0,0.9,0.8999993,0.0,1.6132584163,0.0
629653.0,2.9403727,2.22986,0.8999993,0.0,0.9,0.8999993,0.0,1.5314054377,0.0
676082.0,2.8634058,2.1116311,0.8999993,0.0,0.9,0.8999993,0.0,1.4537375491,0.0
726347.3,2.7885832,1.9990771,0.8999992,0.0,0.9,0.8999992,0.0,1.3801021973,0.0
780774.1,2.7158383,1.8925674,0.8999992,0.0,0.9,0.8999992,0.0,1.3102876214,0.0
839710.5,2.6451259,1.7909034,0.8999992,0.0,0.9,0.8999992,0.0,1.2441079849,0.0
903547.3,2.5763884,1.6941274,0.8999992,0.0,0.9,0.8999992,0.0,1.1813697219,0.0
972698.8,2.5095717,1.6022417,0.8999992,0.0,0.9,0.8999992,0.0,1.121892974,0.0
1047641.8,2.4446047,1.514874,0.8999992,0.0,0.9,0.8999992,0.0,1.0654936942,0.0
1128888.0,2.3814319,1.4317128,0.8999992,0.0,0.9,0.8999992,0.0,1.0120057001,0.0
1217042.6,2.3199628,1.3529423,0.8999992,0.0,0.9,0.8999992,0.0,0.9612439616,0.0
1312643.3,2.260188,1.278266,0.8999991,0.0,0.9,0.8999991,0.0,0.9131002173,0.0
1416355.2,2.2020556,1.2071768,0.8999991,0.0,0.9,0.8999991,0.0,0.867434191,0.0
1528906.7,2.1455143,1.1398321,0.8999991,0.0,0.9,0.8999991,0.0,0.8241116737,0.0
1651125.2,2.0904953,1.075902,0.8999991,0.0,0.9,0.8999991,0.0,0.7829938434,0.0
1783797.3,2.0369832,1.015362,0.8999991,0.0,0.9,0.8999991,0.0,0.7439860802,0.0
